movieId,title,tags
50064,The Good German,american journalist played george clooney arrives berlin end world war two. becomes involved murder mystery surrounding dead gi wash lakeside mansion potsdam negotiation allied powers. soon investigation connects search married pre-war german lover played cate blanchett. war crime drama mystery romance berlin corruption nazibackground loveofone'slife chauffeur georgeclooney cateblanchett tobeymaguire tonycurran lelandorser stevensoderbergh
50068,Letters from Iwo Jima,"story battle iwo jima united state imperial japan world war ii, told perspective japanese fought it. action adventure drama war worldwarii cave dyinganddeath pacifictheater japanesearmy kenwatanabe kazunarininomiya tsuyoshiihara ryokase shidounakamura clinteastwood"
50147,Black Christmas,"escaped maniac return childhood home christmas eve, sorority house, begin murder sorority sister one one. remake 1974 horror movie, black christmas (1974). horror thriller holiday difficultchildhood childhoodmemory childhoodtrauma psychopath katiecassidy michelletrachtenberg kristencloke maryelizabethwinstead laceychabert glenmorgan"
50149,Happily N'Ever After,"alliance evil-doers, led frieda, look take fairy tale land. ella realizes stepmother ruin storybook existence, take dramatic turn blossom leader resistance effort. animation comedy family fantasy sciencefiction dwarf cinderella wolf badmother-in-law prince georgecarlin andydick sarahmichellegellar lisakaplan michaelmcshane yvettekaplan paulbolger gregtiernan"
50153,Code Name: The Cleaner,"cedric entertainer play jake, seemingly regular guy idea hit head mysterious assailants. find entangled government conspiracy, jake pursuer become convinced undercover agent. action comedy crime cedrictheentertainer lucyliu nicollettesheridan markdacascos callumkeithrennie lesmayfield"
50158,Stomp the Yard,"death younger brother, troubled 19-year-old street dancer los angeles able bypass juvenile hall enrolling historically black, truth university atlanta, georgia. effort get education woo girl like sidelined courted top two campus fraternities, want need fierce street-style dance move win highly coveted national step show competition. drama music loveatfirstsight lossofbrother breakdance daughter columbusshort meagangood ne-yo darrinhenson jermainewilliams sylvainwhite"
50160,Miss Potter,"story beatrix potter, author beloved best-selling children's book, ""the tale peter rabbit"", struggle love, happiness success. drama family romance lossoflover mountainlake author rabbit ewanmcgregor renéezellweger emilywatson barbaraflynn billpaterson chrisnoonan"
50162,Arthur and the Invisibles,"arthur spirited ten-year old whose parent away looking work, whose eccentric grandfather missing several years, life grandmother country house that, two days, repossessed, torn down, turned block flat unless arthur's grandfather return sign paper pay family debt. arthur discovers key success lie descent land minimoys, creature larger tooth, grandfather helped relocate garden. somewhere among hidden pile rubies, too. arthur stout heart save day? romance beckons well, villain lurks. adventure fantasy animation family grandfathergrandsonrelationship wretch treasurehunt disappearance family freddiehighmore miafarrow roncrawford pennybalfour dougrand lucbesson"
50183,Loving Annabelle,"annabelle wise-beyond-her-years newcomer exclusive catholic girl school. expelled first two school bound stir trouble. spark fly though sexual chemistry appears head dorm english teacher, simone bradley. annabelle pursues relentlessly end older woman manages avoid law. drama romance bisexuality australia twinbrother friend melbourne erinkelly dianegaidry laurabreckenridge michellehorn gustinefudickar katherinebrooks"
50259,Old Joy,two old pal reunite camping trip oregon's cascade mountains. drama womandirector daniellondon willoldham tanyasmith robinrosenberg kerimoran kellyreichardt
50447,The Dead Girl,clue young woman's death come together life seemingly unrelated people begin intersect. mystery drama crime thriller prostitute fire newspaper independentfilm womandirector brittanymurphy tonicollette rosebyrne joshbrolin jamesfranco karenmoncrieff
50572,The Wendell Baker Story,luke wilson play good-hearted ex-con get job retirement hotel. three elderly resident help win back girlfriend lends hand fighting hotel corruption. comedy drama romance conman releasefromprison independentfilm lukewilson evamendes jacobvargas owenwilson kriskristofferson lukewilson andrewwilson
50601,Bridge to Terabithia,"jesse aaron trained summer become fastest runner school, upset newcomer leslie burke outruns everyone else. despite differences, including rich, poor, city girl, country boy, two become fast friends. together, create terabithia, land monsters, trolls, ogres, giant rule king queen. adventure drama family brothersisterrelationship friendship bullying neighbor school joshhutcherson annasophiarobb robertpatrick zooeydeschanel baileemadison gáborcsupó"
50610,Beer League,unemployed slacker (lange) inspires softball teammate improve game get kicked local league. comedy baseball sport artielange ralphmacchio anthonydesando jimmypalumbo joelotruglio franksebastiano
50685,Waitress,"jenna pregnant, unhappily married waitress deep south. meet newcomer town fall unlikely relationship last attempt happiness. comedy waitress unwillinglypregnant womandirector kerirussell nathanfillion andygriffith cherylhines eddiejemison adrienneshelly"
50794,Smokin' Aces,"la vega performer-turned-snitch named buddy israel decides turn state's evidence testify mob, seems whole lot people would like make sure longer breathing. action comedy crime thriller neo-nazi gun sniper fbi hitman ryanreynolds rayliotta josephruskin alexrocco waynenewton joecarnahan"
50796,Blood and Chocolate,young teenage werewolf torn honoring family's secret love man. drama fantasy horror romance chocolate werewolf womandirector interspeciesromance animalhorror agnesbruckner hughdancy katjariemann oliviermartinez bryandick katjavongarnier
50798,Epic Movie,"edward, peter, lucy susan follow path, end finding willy's chocolate factory. walking wardrobe, discover world gnarnia, ruled white bitch. meeting character harry potter captain jack swallows, newly reunited family must team aslo, wise-but-horny lion stop white bitch's army action adventure comedy kalpenn adamcampbell jennifercoolidge jaymamays faunea.chambers jasonfriedberg aaronseltzer"
50802,Because I Said So,"effort prevent family history repeating itself, meddlesome mom daphne wilder attempt set youngest daughter, milly, mr. right. meanwhile, daughter try keep mom's good intention control. comedy mother guitar sistersisterrelationship profession newlove dianekeaton mandymoore gabrielmacht tomeverettscott laurengraham michaellehmann"
50804,Hannibal Rising,"story early, murderous root cannibalistic killer, hannibal lecter – hard-scrabble lithuanian childhood, witness repulsive length hungry soldier go satiate themselves, sojourn france, med student hone appetite kill. crime drama thriller winter psychopath horror serialkiller gaspardulliel aaranthomas gongli dominicwest rhysifans peterwebber"
50872,Ratatouille,"rat named remy dream becoming great french chef despite family's wish obvious problem rat decidedly rodent-phobic profession. fate place remy sewer paris, find ideally situated beneath restaurant made famous culinary hero, auguste gusteau. despite apparent danger unlikely - certainly unwanted - visitor kitchen fine french restaurant, remy's passion cooking soon set motion hilarious exciting rat race turn culinary world paris upside down. animation comedy family fantasy paris brotherbrotherrelationship expensiverestaurant river cook pattonoswalt ianholm louromano briandennehy petersohn janpinkava bradbird"
50912,"Paris, je t'aime","olivier assayas, gu van sant, wes craven alfonso cuaron among 20 distinguished director contribute collection 18 stories, exploring different aspect parisian life. colourful character drama include pair mimes, husband trying chose wife lover, married man turn prostitute advice. drama romance paris cityportrait jazz subway newlove stevebuscemi natalieportman willemdafoe maggiegyllenhaal axelkiener isabelcoixet christopherdoyle tomtykwer joelcoen ethancoen richardlagravenese wescraven gusvansant vincenzonatali gurinderchadha waltersalles alfonsocuarón alexanderpayne gérarddepardieu sylvainchomet brunopodalydès frédéricauburtin olivierassayas nobuhirosuwa oliverschmitz danielathomas"
50923,The Astronaut Farmer,"texan charles farmer left air force young man save family ranch dad died. like american ranchers, owes bank. unlike most, astrophysicist rocket barn - one built want take space. dream. fbi put surveillance try buy rocket fuel, faa stall file flight plan – charles undeterred. adventure comedy drama sciencefiction nasa texas dream fbi bankrupt billybobthornton virginiamadsen maxthieriot jasperpolish loganpolish michaelpolish"
51077,Ghost Rider,"order save dying father, young stunt cyclist, johnny blaze sell soul mephistopheles sadly part pure-hearted, roxanne simpson, love life. year later, johnny's path cross roxanne, go-getting reporter, also mephistopheles, offer release johnny's soul johnny becomes fabled, fiery 'ghost rider'. thriller action fantasy horror mephisto religionandsupernatural dyinganddeath devil'sson ghostworld nicolascage evamendes wesbentley donallogue samelliott markstevenjohnson"
51084,Music and Lyrics,"washed singer given couple day compose chart-topping hit aspiring teen sensation. though never written decent lyric life, spark offbeat younger woman flair words. comedy music romance popstar song romanticcomedy songwriting piano drewbarrymore hughgrant scottporter bradgarrett haleybennett marclawrence"
51086,The Number 23,"walter sparrow animal control officer becomes obsessed mysterious book seems based life. soon open book, notice strange parallel read experienced. worried fictional murder might materialize. thriller drama mystery suicide basedonnovel hotelroom obsession sadomasochism jimcarrey virginiamadsen loganlerman dannyhuston lynncollins joelschumacher"
51088,Reno 911!: Miami,rag-tag team reno cop called save day terrorist attack disrupts national police convention miami beach spring break. based comedy central series. action adventure comedy crime sex terrorist beach nudity police lennieloftin dannydevito bengarant carlosalazraqui marybirdsong bengarant
51091,Black Snake Moan,"god-fearing bluesman take wild young woman who, victim childhood sexual abuse, looking everywhere love, never quite finding it. drama southernusa blue militaryservice independentfilm samuell.jackson christinaricci justintimberlake s.epathamerkerson johncothran,jr. craigbrewer"
51174,Factory Girl,"mid-1960s, wealthy debutant edie sedgwick meet artist andy warhol. join warhol's famous factory becomes muse. although seems all, edie cannot love craves andy, affair charismatic musician, push seek independence artist milieu. drama newyork alcohol sex infidelity nudity siennamiller guypearce haydenchristensen menasuvari jimmyfallon georgehickenlooper"
51255,Hot Fuzz,"top london cop, pc nicholas angel good. good. stop rest team looking bad, reassigned quiet town sandford, paired simple country cop, everything seems quiet two actor found decapitated. addressed accident, angel going accept that, especially people turn dead. crime action comedy village arrest police partner murder simonpegg nickfrost jimbroadbent paddyconsidine rafespall edgarwright"
51520,Teen Wolf Too,"although awkward college student todd howard particularly adept science, paying school athletic scholarship lose fare well upcoming boxing tournament. luckily todd, inherited family curse turned cousin werewolf. transforms hairy, fanged, howling monster, find physical agility popularity skyrocketing -- cost? comedy fantasy family werewolf teenager jasonbateman kimdarby johnastin markholton esteechandler christopherleitch"
51540,Zodiac,"true story investigation 'the zodiac killer', serial killer terrified san francisco bay area, taunting police cipher letters. case becomes obsession four men life career built destroyed endless trail clues. crime drama mystery thriller california sanfrancisco killing journalist newspaper jakegyllenhaal robertdowneyjr. markruffalo anthonyedwards briancox davidfincher"
51575,Wild Hogs,"restless ready adventure, four suburban bikers leave safety subdivision head open road. complication ensue cross path intimidating band new mexico bikers known del fuegos. action adventure comedy midlifecrisis roadtrip politicallyincorrect motorcyclegang bikerfilm timallen johntravolta martinlawrence williamh.macy rayliotta waltbecker"
51660,The Ultimate Gift,"wealthy grandfather finally dies, jason stevens fully expects benefit come reading will. instead sizable inheritance, jason receives test, series task must complete get money. romance drama family grandfathergrandsonrelationship independentfilm wealth inheritancefight jamesgarner drewfuller abigailbreslin alihillis billcobbs michaelo.sajbel"
51662,300,"based frank miller's graphic novel, ""300"" loosely based 480 b.c. battle thermopylae, king sparta led army advancing persians; battle said inspired greece band together persians, helped usher world's first democracy. action adventure war evisceration javelin shield army fallfromheight gerardbutler lenaheadey dominicwest davidwenham vincentregan zacksnyder"
51709,The Host,"gang-du dim-witted man working father's tiny snack bar near han river. one day, gang-du's one daughter hyun-seo come back school irritated. angry uncle, nam-il, visited school guardian shamelessly drunk. ignoring father's excuse nam-il, hyun-seo soon engrossed aunt nam-joo's archery tournament tv. meanwhile, outside snack bar, people fascinated unidentified object hanging onto bridge. instant, object reveals terrifying creature turning riverbank gruesome sea blood¡¦ amid chaos, hyun-seo helplessly snatched creature right gang-du's eyes. unforeseen circumstance render government powerless act. receiving call help hyun-seo, once-ordinary citizen gang-du family thrust battle monster rescue beloved hyun-seo. horror drama sciencefiction river mobilephone bravery archer daughter songkang-ho parkhae-il baedoona koah-sung byunhee-bong bongjoon-ho"
51834,Becoming Jane,biographical portrait pre-fame jane austen romance young irishman. drama romance england judge irland newlove empowerment annehathaway jamesmcavoy juliewalters jamescromwell maggiesmith julianjarrold
51884,The Namesake,"american-born gogol, son indian immigrants, want fit among fellow new yorkers, despite family's unwillingness let go traditional ways. drama indianlead independentfilm womandirector kalpenn tabu irrfankhan sahiranair jacindabarrett miranair"
51903,I Think I Love My Wife,"richard cooper (rock) married man father two plain bored married life. getting sex wife, resort ogling random woman street point take lunch late look them. old crush nikki tru (kerry washington) visit office get reference letter, becomes obsessed cooper begin complicated relationship. comedy romance chrisrock kerrywashington ginatorres stevebuscemi edwardherrmann chrisrock"
51925,Premonition,"depressed housewife learns husband killed car accident day previously, awakens next morning find alive well home, awakens day world still dead. thriller drama mystery dejavu dyinganddeath timetravel lossofhusband carcrash sandrabullock julianmcmahon courtneytaylorburness nialong shyannmcclure mennanyapo"
51931,Reign Over Me,man lost family september 11 attack new york city run old college roommate. rekindling friendship one thing appears able help man recover grief. drama confidence trauma leavingone'sfamily childhoodmemory airplane adamsandler doncheadle jadapinkettsmith livtyler saffronburrows mikebinder
51935,Shooter,"marksman living exile coaxed back action learning plot kill president. ultimately double-crossed framed attempt, go run track real killer find exactly set up, why. action drama mystery thriller crime corruption sniper senator conspiracyofmurder childlessness markwahlberg michaelpeña dannyglover katemara eliaskoteas antoinefuqua"
51937,The Hills Have Eyes 2,group national guard trainee find battling vicious group mutant last day training desert. horror thriller newmexico mutant assault survival michaelbaileysmith archiekao jayacovone jeffkober philippavel martinweisz
51939,TMNT,"defeat old arch nemesis, shredder, turtle grown apart family. struggling keep together, rat sensei, splinter, becomes worried strange thing begin brew new york city. adventure animation comedy family newyork brotherbrotherrelationship journalist martialarts crimefighter chrisevans sarahmichellegellar mako kevinsmith patrickstewart kevinmunroe"
52005,Jindabyne,"stewart kane, irishman living australian town jindabyne, fishing trip isolated hill country three men discover body murdered girl river. rather return town immediately, continue fishing report gruesome find day later. story murder marriage - film thing haunt us. crime drama mystery thriller smalltown fishing malefriendship australia marriagecrisis lauralinney gabrielbyrne deborra-leefurness johnhoward leahpurcell raylawrence"
52016,Nomad: The Warrior,"nomad historical epic set 18th-century kazakhstan. film fictionalised account youth coming-of-age ablai khan, grows fight defend fortress hazrat-e turkestan dzungar invaders. action history war kunobecker jayhernandez jasonscottlee doskhanzholzhaksynov ayanatksenbai sergeibodrovjr. ivanpasser"
52042,Black Book,"nazi-occupied netherlands world war ii, jewish singer infiltrates regional gestapo headquarters dutch resistance. drama thriller war inlovewithenemy netherlands worldwarii prosecution caricevanhouten sebastiankoch thomhoffman halinareijn waldemarkobus paulverhoeven"
52245,Blades of Glory,"much-publicized ice-skating scandal strip gold medals, two world-class athlete skirt way back onto ice via loophole allows compete together pair team. action comedy drama competition olympicgames sport rivalry iceskating willferrell jonheder willarnett amypoehler jennafischer joshgordon willspeck"
52283,The Reaping,"katherine morrissey, former christian missionary, lost faith tragic death family. applies expertise debunking religious phenomena. series biblical plague overrun small town, katherine arrives prove supernatural force behind occurrences, soon find science cannot explain happening. instead, must regain faith combat evil wait louisiana swamp. horror river miracle bible louisiana frog hilaryswank davidmorrissey idriselba annasophiarobb stephenrea stephenhopkins"
52328,Sunshine,"fifty year future, sun dying, earth threatened arctic temperatures. team astronaut sent revive sun — mission fails. seven year later, new team sent finish mission mankind’s last hope. sciencefiction thriller savingtheworld bomb sun spacemarine sunlight cillianmurphy rosebyrne chrisevans michelleyeoh cliffcurtis dannyboyle"
52356,Copying Beethoven,"fictionalised exploration beethoven's life final day working ninth symphony. 1824. beethoven racing finish new symphony. however, year since last success plagued deafness, loneliness personal trauma. copyist urgently needed help composer. fictional character introduced form young conservatory student aspiring composer named anna holtz. mercurial beethoven skeptical woman might become involved masterpiece slowly come trust anna's assistance end becomes quite fond her. time piece performed, presence life absolute necessity. deep understanding work even corrects mistake made, passionate personality open door private world. drama beethoven womandirector edharris dianekruger matthewgoode phyllidalaw ralphriach agnieszkaholland"
52375,The Hoax,"would cause fantastic medium frenzy, clifford irving sell bogus biography howard hughes premiere publishing house early 1970s. comedy drama flying 1970s falseidentity biography richardgere alfredmolina marciagayharden hopedavis juliedelpy lassehallström"
52458,Disturbia,"kale 17-year-old placed house arrest punching teacher. confined house, decides use free time spying neighbors. thing start get weird guest enter turner's house come back out. kale friends, ronnie ashley, start grow interested actually happening within house robert turner. thriller drama mystery kidnapping youngpeople shialabeouf sarahroemer carrie-annemoss davidmorse aaronyoo d.j.caruso"
52462,Aqua Teen Hunger Force Colon Movie Film for Theaters,"action epic explores origin aqua teen hunger force (better known master shake, frylock, meatwad,) somehow become pitted battle immortal piece exercise equipment. animation comedy africa bloodsplatter surrealism blood robot danasnyder careymeans davewillis andymerrill brucecampbell davewillis mattmaiellaro"
52548,Slow Burn,"district attorney (ray liotta) involved 24-hour showdown gang leader (ll cool j) is, time, manipulated attractive assistant district attorney (jolene blalock) cryptic stranger. mystery crime drama thriller rayliotta llcoolj mekhiphifer joleneblalock chiwetelejiofor waynebeach"
52668,In the Land of Women,"bad breakup girlfriend leaf heartbroken, carter webb move michigan take care ailing grandmother. there, get mixed life mother daughter live across street. romance comedy drama infidelity party love cancer neighbor megryan kristenstewart adambrody jobethwilliams olympiadukakis jonkasdan"
52694,Mr. Bean's Holiday,"mr. bean win trip cannes unwittingly separate young boy father must help two reunite. way discovers france, bicycling true love, among things. family comedy holiday france filmdirector chaos clumsyfellow rowanatkinson maxbaldry emmadecaunes willemdafoe karelroden stevebendelack"
52722,Spider-Man 3,"seemingly invincible spider-man go all-new crop villain – including shape-shifting sandman. spider-man’s superpower altered alien organism, alter ego, peter parker, deal nemesis eddie brock also get caught love triangle. fantasy action adventure dualidentity amnesia sandstorm loveofone'slife forgiveness tobeymaguire kirstendunst jamesfranco thomashadenchurch tophergrace samraimi"
52724,Lucky You,professional poker player whose astounding luck table fails translate lonesome love life attempt win world series poker simultaneously earning affection beautiful la vega singer. drama romance poker sport lasvegas ericbana drewbarrymore robertduvall debramessing robertdowneyjr. curtishanson
52845,Thr3e,innocent life hang whim elusive psychopathic murderer whose strange riddle impossible timeline force three people mission end game one die. drama horror thriller marcblucas justinewaddell billmoseley priscillabarnes jackryan robbyhenson
52858,The Rocket: The Legend of Rocket Richard,"late 1930s, young machinist named maurice richard distinguished ice hockey player preternatural talent. although enough get montreal canadiens, frequent injury cost confidence team fans. face doubts, richard eventually show kind aggressive skillful play would make one greatest player time ""the rocket."" however success, richard fellow french canadian face constant discrimination league dominated english speaking. although man words, richard begin speak mind injustice creates organizational conflict would culminate infamous 1955 season suspension spark ethnic riot protest. face challenges, richard must decide exactly playing for. drama quebec sport icehockey hockeyplayer montrealcanadiens roydupuis michelbarrette rémygirard tonycalabretta seanavery charlesbinamé"
52952,This Is England,"story troubled boy growing england, set 1983. come across skinhead way home school, fight. become new best friend even like family. based experience director shane meadows. drama crime holiday skinhead england vandalism independentfilm thomasturgoose stephengraham johartley andrewshim vickymcclure shanemeadows"
52973,Knocked Up,"fun loving party animal ben stone, last thing ever expected one night stand show doorstep eight week later tell pregnant. comedy romance drama alcohol one-nightstand bed pregnancyandbirth condom sethrogen katherineheigl lesliemann paulrudd jasonsegel juddapatow"
52975,Hairspray,"pleasantly plump teenager, tracy turnblad best friend, penny pingleton audition corny collins show – tracy wins. scheming amber von tussle mother plot destroy tracy, turn chaos. family comedy music romance race dream dance television tvshow johntravolta michellepfeiffer christopherwalken jamesmarsden queenlatifah adamshankman"
53000,28 Weeks Later,"chilling sequel 28 day later, inhabitant british isle appear lost battle onslaught disease, deadly rage virus killed every citizen there. six month later, group american dare set foot isles, convinced danger come gone. soon becomes clear scourge continues live, waiting pounce next victims. horror thriller sciencefiction londonengland lossofmother lossoffamily mutant pest imogenpoots robertcarlyle rosebyrne jeremyrenner haroldperrineau juancarlosfresnadillo"
53002,Georgia Rule,"georgia rule follows rebellious, uncontrollable teenager hauled dysfunctional mother spend summer grandmother. journey lead three woman revelation buried family secret understanding - regardless happens - tie bind never broken. comedy drama romance grandmothergranddaughterrelationship promiscuity motherdaughterrelationship summer teenager janefonda lindsaylohan felicityhuffman dermotmulroney caryelwes garrymarshall"
53121,Shrek the Third,"king far far away died shrek fiona become king &amp; queen. however, shrek want return cozy swamp live peace quiet, find another heir throne, set bring back rule kingdom. fantasy adventure animation comedy family ambush sadness stage liberationofprisoners island mikemyers eddiemurphy camerondiaz julieandrews antoniobanderas chrismiller ramanhui"
53123,Once,"vacuum repairman moonlight street musician hope big break. one day czech immigrant, earns living selling flowers, approach news also aspiring singer-songwriter. pair decide collaborate, song compose reflect story blossoming love. drama music romance rockandroll pop irland musicstyle loveofone'slife glenhansard markétairglová hughwalsh gerardhendrick alaistairfoley johncarney"
53125,Pirates of the Caribbean: At World's End,"captain barbossa, long believed dead, come back life headed edge earth turner elizabeth swann. nothing quite seems. adventure fantasy action ocean drugabuse exoticisland eastindiatradingcompany loveofone'slife johnnydepp orlandobloom keiraknightley stellanskarsgård chowyun-fat goreverbinski"
53133,Gracie,"story teenager named gracie bowen, life south orange, new jersey, crazy soccer, three brother former soccer star father. although gracie want join brother father nightly practices, discouraged everyone except elder brother, johnny. father believe girl play soccer tell neither tough enough talented enough play boy team. undeterred, gracie find reserve strength never knew existed, persists changing everyone's belief capable of, including own. face uphill battle fight give woman opportunity play competitive soccer. beautiful strong person always also brings family together face tragedy. drama jesseleesoffer christophershand carlyschroeder karlgirolamo vasiliosmantagas davisguggenheim"
53207,88 Minutes,"""88 minutes"" focus college professor (pacino) moonlight forensic psychiatrist fbi receives death threat claiming 88 minute live. crime mystery thriller fbi professor ladies'man medicalexaminer serialkiller alpacino aliciawitt leeleesobieski amybrenneman williamforsythe jonavnet"
53322,Ocean's Thirteen,"danny ocean's team criminal back composing plan personal ever. ruthless casino owner willy bank doublecrosses reuben tishkoff, causing heart attack, danny ocean vow team anything bring willy bank along everything got. even mean asking help enemy. crime thriller casino thief revenge heist lasvegas georgeclooney bradpitt mattdamon alpacino berniemac stevensoderbergh"
53416,Alone With Her,"harrowing story disturbed young man's attempt win affection unsuspecting young woman. doug first see amy, instantly fall begin watch every move, going far set spy camera apartment. however, fascination grows obsession longer satisfied watching. crime drama romance thriller obsession hiddencamera stalker independentfilm invasionofprivacy colinhanks anaclaudiatalancón jordanaspiro jonathontrent alexboling ericnicholas"
53435,Hostel: Part II,"following geographical tour slovakia, three young american woman lured hostel handsome young man sell twisted masters, tie brings upon unthinkable world pain. horror prague bratislava castration ladies'man student laurengerman bijouphillips heathermatarazzo richardburgi rogerbart eliroth"
53460,Surf's Up,"cody surfing penguin shiverpool dream making big like idol big z. journey discovers talent think must learn accept surfing fame fortune. surf's 2007 american computer-animated mockumentary film produced sony picture animation distributed columbia picture imageworks studios. star voice shia labeouf, jeff bridges, zooey deschanel, jon heder among others. animation comedy family sea worldcup surfer wave surfboard shialabeouf jeffbridges zooeydeschanel jonheder jameswoods ashbrannon chrisbuck"
53464,Fantastic 4: Rise of the Silver Surfer,"fantastic four return big screen new powerful enemy threatens earth. seemingly unstoppable 'silver surfer', seems old new enemy pose greater threat intrepid superheroes realize. adventure fantasy action thriller fire helicopter surfboard mask satellite ioangruffudd jessicaalba chrisevans michaelchiklis julianmcmahon timstory"
53466,Nancy Drew,intrepid teenage private eye nancy drew head tinseltown father investigate unsolved murder movie star old-fashioned whodunit based carolyn keene's popular series book young adults. small-town girl cut hollywood hype solve case? action adventure crime family mystery california detective basedonnovel dream kidnapping emmaroberts joshflitter maxthieriot rachaelleighcook tatedonovan andrewfleming
53468,Fido,"timmy robinson's best friend whole wide world six-foot tall rotting zombie named fido. fido eats next-door neighbor, mom dad hit roof, timmy go end earth keep fido part family. boy-and-his-dog movie grown ups, ""fido"" rip heart out. romance comedy drama horror vororte blackhumor satire darkcomedy gore billyconnolly carrie-annemoss dylanbaker kesunloder henryczerny andrewcurrie"
53550,Rescue Dawn,u fighter pilot's epic struggle survival shot mission lao vietnam war. adventure drama war warcrimes violence laotiansoldier pipesmoking ricepaddy christianbale stevezahn marshallbell tobyhuss pathealy wernerherzog
53554,The Blue Bird,"set mid-europe sometime late 18th century mytyl (shirley temple), bratty daughter woodcutter (russell hicks), find unique bird royal forest selfishly refuse give sick friend. night, visited dream fairy named berylune (jessie ralph ) sends brother tyltyl (johnny russell) search blue bird happiness. accompany them, fairy magically transforms dog tylo (eddie collins), cat tylette (gale sondergaard), lantern (""light"") human form. child number adventures. dream journey make mytyl awake kinder gentler girl learned appreciate comfort joy home family. drama family fantasy bird shirleytemple springbyington nigelbruce galesondergaard eddiecollins walterlang"
53788,Exiled,"friendship formed ex-gangster, two group hitman - want protect sent kill him. action crime thriller anthonywong francisng simonyam nickcheung richieren johnnieto"
53847,The Woman Chaser,1950s used-car salesman (patrick warburton) want make low-budget film trucker accidentally run child. drama charleswilleford usedcarsalesman patrickwarburton eugeneroche ronmorgan emilynewman paulmalevich robinsondevor
53885,The Trials Of Darryl Hunt,"""the trial darryl hunt"" feature documentary brutal rape/murder case wrongly convicted man, darryl hunt, spent nearly twenty year prison crime commit. social justice story personally driven narrative, film chronicle capital case 1984 2004. exclusive footage two decades, film frame judicial emotional response chilling crime - implication reverberate hunt's conviction - backdrop class racial bias south american criminal justice system. documentary womandirector rickistern annesundberg"
53894,Sicko,"sicko michael moore documentary corrupt health care system united state who's main goal make profit even mean losing people lives. ""the people deny health insurance money make"" business model health care provider america. documentary bureaucracy usa corruption cuba medicine michaelmoore georgew.bush billclinton hillaryclinton billycrystal michaelmoore"
53921,A Mighty Heart,"based mariane pearl's account terrifying unforgettable story husband, wall street journal reporter danny pearl's life death. drama thriller terror journalism newlove sadness fbi angelinajolie danfutterman irrfankhan archiepanjabi deniso'hare michaelwinterbottom"
53953,1408,"man specializes debunking paranormal occurrence check fabled room 1408 dolphin hotel. soon settling in, confronts genuine terror. horror thriller suicide newyork hotel fire hotelroom johncusack samuell.jackson marymccormack jasminejessicaanthony tonyshalhoub mikaelhåfström"
53956,Death at a Funeral,chaos ensues man try expose dark secret regarding recently deceased patriarch dysfunctional british family. comedy drama brotherbrotherrelationship farewell fathersonrelationship agedifference parentskidsrelationship matthewmacfadyen keeleyhawes andynyman ewenbremner daisydonovan frankoz
53972,Live Free or Die Hard,"john mcclane back badder ever, time working homeland security. call service young hacker bid stop ring internet terrorist intent taking control america's computer infrastructure. action thriller usa washingtond.c. helicopter hostage fbi brucewillis justinlong timothyolyphant cliffcurtis maggieq lenwiseman"
53974,License to Wed,"newly engaged, ben sadie can't wait start life together live happily ever after. however sadie's family church's reverend frank bless union pas patented, ""foolproof"" marriage prep course consisting outrageous classes, outlandish homework assignment outright invasion privacy. comedy newlove tencommandments bride bridegroom marriage robinwilliams mandymoore johnkrasinski ericchristianolsen christinetaylor kenkwapis"
53993,Evan Almighty,god contact congressman evan baxter tell build ark preparation great flood. fantasy comedy family fathersonrelationship dailylife marriedcouple support father stevecarell laurengraham johngoodman jimmybennett johnmichaelhiggins tomshadyac
53996,Transformers,"young teenager, sam witwicky becomes involved ancient struggle two extraterrestrial faction transforming robot – heroic autobots evil decepticons. sam hold clue unimaginable power decepticons stop nothing retrieve it. adventure sciencefiction action destroy transformation alien basedontoy transformer shialabeouf joshduhamel meganfox rachaeltaylor tyresegibson michaelbay"
54001,Harry Potter and the Order of the Phoenix,"returning fifth year study hogwarts, harry stunned find warning return lord voldemort ignored. left choice, harry take matter hands, training small group student – dubbed 'dumbledore's army' – defend dark arts. adventure fantasy family mystery prophecy witch lossoflover magic cuttingthecord danielradcliffe rupertgrint emmawatson michaelgambon ralphfiennes davidyates"
54075,Arn: The Knight Templar,"arn, son high-ranking swedish nobleman educated monastery sent holy land knight templar penance forbidden love. action adventure drama romance tvmovie joakimnätterqvist sofiahelin stellanskarsgård michaelnyqvist mirjaturestedt peterflinth"
54094,Driving Lessons,"shy teenage boy trying escape influence domineering mother, world changed begin work retired actress. drama comedy auto autoritianeducation independentfilm teacher lauralinney rupertgrint juliewalters michelleduncan olivermilburn jeremybrock"
54190,Across the Universe,"musical based beatles songbook set 60 england, america, vietnam. love story lucy jude intertwined anti-war movement social protest 60s. adventure drama music romance riot protest musical music culturaldifference evanrachelwood jimsturgess joeanderson danafuchs martinluther julietaymor"
54248,A Dog's Breakfast,"never good anything life, would murder different? patrick (david hewlett) always somewhat combative relationship little sister marilyn (kate hewlett), brings home new sci-fi soap star fiancé ryan (paul mcgillion), war. patrick fails drive wedge happy couple, reach sharper instruments. comedy independentfilm davidhewlett katehewlett paulmcgillion christopherjudge rachelluttrell davidhewlett"
54254,Come Early Morning,"lucy wake bed stranger obviously night drinking. check pay motel room account. grandmother, find father town pay visit. agrees go new church. drama romance bar motel one-nightstand beer blonde ashleyjudd lauraprepon jeffreydonovan stacykeach scottwilson joeylaurenadams"
